selectBlock,category,paths,semantic,action,image2,number,image1,image3,image4,trigger_loop.thisRepN,trigger_loop.thisTrialN,trigger_loop.thisN,trigger_loop.thisIndex,blockSelectLoop.thisRepN,blockSelectLoop.thisTrialN,blockSelectLoop.thisN,blockSelectLoop.thisIndex,b1loop.thisRepN,b1loop.thisTrialN,b1loop.thisN,b1loop.thisIndex,b2loop.thisRepN,b2loop.thisTrialN,b2loop.thisN,b2loop.thisIndex,b2_trialLoop.thisRepN,b2_trialLoop.thisTrialN,b2_trialLoop.thisN,b2_trialLoop.thisIndex,b3loop.thisRepN,b3loop.thisTrialN,b3loop.thisN,b3loop.thisIndex,b4loop.thisRepN,b4loop.thisTrialN,b4loop.thisN,b4loop.thisIndex,b1_trialLoop.thisRepN,b1_trialLoop.thisTrialN,b1_trialLoop.thisN,b1_trialLoop.thisIndex,b3_trialLoop.thisRepN,b3_trialLoop.thisTrialN,b3_trialLoop.thisN,b3_trialLoop.thisIndex,b4_trialLoop.thisRepN,b4_trialLoop.thisTrialN,b4_trialLoop.thisN,b4_trialLoop.thisIndex,GenInstrAbsTime,GenInstrTime,triggerClock,triggerAbsClock,ActInstr_startAbstime,ActInstr_starttime,startFixtime,startFixAbstime,Img_startAbstime,Img_starttime,RespgetAbsTime,Respgettime,key_resp_2.keys,key_resp_2.rt,JitDur,startJittime,SemInstr_startAbstime,SemInstr_starttime,startJitAbstime,date,frameRate,expName,session,participant
3,animal,trial_images_animals\r_jerboas.png,f,v,,82,,jerboas,,,,,,0,2,2,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,13,,,,,,,,,,,206.2370346,1395085432,1395085433,206.7313792,1395085434,207.5348992,3,0.803184335,2,209.2179656,1395085428,202.2290357,1395085435,2014_Mar_17_1940,60.02188564,semact_fmri_builder,2,lc
3,object,trial_images_objects\r_crosscut_saw.png,n,n,,100,,crosscut_saw,,,,,,0,2,2,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,1,1,4,,,,,,,,,,,211.2171578,1395085437,1395085438,211.7419498,,,None,,2,214.2325604,,,1395085440,2014_Mar_17_1940,60.02188564,semact_fmri_builder,2,lc
3,object,trial_images_objects\r_mop.png,n,n,,93,,mop,,,,,,0,2,2,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,2,2,0,,,,,,,,,,,216.2321022,1395085442,1395085443,216.7413048,,,None,,1,219.2307245,,,1395085445,2014_Mar_17_1940,60.02188564,semact_fmri_builder,2,lc
3,animal,trial_images_animals\r_moth.png,n,n,,66,,moth,,,,,,0,2,2,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,3,3,5,,,,,,,,,,,220.2305401,1395085446,1395085447,220.741101,,,None,,1,223.2292881,,,1395085449,2014_Mar_17_1940,60.02188564,semact_fmri_builder,2,lc
3,object,trial_images_objects\r_paint_roller.png,n,v,,117,,paint_roller,,,,,,0,2,2,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,4,4,7,,,,,,,,,,,224.2291063,1395085450,1395085451,224.7386084,,,None,,2,227.2278398,,,1395085453,2014_Mar_17_1940,60.02188564,semact_fmri_builder,2,lc
3,object,trial_images_objects\r_cutteknife.png,n,n,,102,,cutterknife,,,,,,0,2,2,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,5,5,14,,,,,,,,,,,229.2272911,1395085455,1395085456,229.7359473,,,None,,2,232.2260236,,,1395085458,2014_Mar_17_1940,60.02188564,semact_fmri_builder,2,lc
3,animal,trial_images_animals\r_toad.png,n,v,,75,,toad,,,,,,0,2,2,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,6,6,8,,,,,,,,,,,234.2254875,1395085460,1395085461,234.737286,,,None,,1,237.2242171,,,1395085463,2014_Mar_17_1940,60.02188564,semact_fmri_builder,2,lc
3,animal,trial_images_animals\r_wallaby.png,f,v,,83,,wallaby,,,,,,0,2,2,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,7,7,10,,,,,,,,,,,238.2240016,1395085464,1395085465,238.7337747,1395085466,239.5732392,3,0.839206114,4,241.2228349,,,1395085467,2014_Mar_17_1940,60.02188564,semact_fmri_builder,2,lc
3,animal,trial_images_animals\r_crow.png,n,n,,64,,crow,,,,,,0,2,2,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,8,8,12,,,,,,,,,,,245.2214869,1395085471,1395085472,245.7331468,,,None,,1,248.2202016,,,1395085474,2014_Mar_17_1940,60.02188564,semact_fmri_builder,2,lc
3,object,trial_images_objects\r_key.png,n,n,,108,,key,,,,,,0,2,2,2,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,9,9,6,,,,,,,,,,,249.2200127,1395085475,1395085476,249.7282382,,,None,,1,252.2187712,,,1395085478,2014_Mar_17_1940,60.02188564,semact_fmri_builder,2,lc
